household_id,camp_name,start_date,water_lppd,toilets
54361288,Adjumani,8/1/2022,15,79
54358581,Kyaka II,8/1/2022,15,55
54358101,Kyangwali,8/1/2022,9,64
54361809,Nakivale,8/1/2022,12,53
54361838,Oruchinga,8/1/2022,22,63
54358549,Palorinya,8/1/2022,19,82
54359937,Rwamwanja,8/1/2022,13,59
54358681,Mayukwayukwa,8/1/2022,21,23
54362113,Auserd,7/4/2022,46,94
54362121,Boujdour,7/4/2022,54,94
54362129,Dakhla,7/4/2022,72,98
54362137,Layounne,7/4/2022,29,88
54362145,Smara,7/4/2022,43,87
54104734,Gasorgwe,7/4/2022,23,100
54104736,Kavumu,7/4/2022,22,10
54104737,Musasa,7/4/2022,56,100
54360861,Borgop,7/4/2022,19,39
54360863,Gado,7/4/2022,17,25
54360865,Lolo,7/4/2022,15,25
54360867,Mbile,7/4/2022,17,35
54360869,Minawao,7/4/2022,13,22
54360871,Ngam,7/4/2022,18,47
54360873,Ngarisingo,7/4/2022,15,55
54360875,Timangolo,7/4/2022,16,31
54358664,Lusenda,7/4/2022,14,33
54358669,Mulongwe (Baraka),7/4/2022,14,33
54388490,Ali Adde,7/4/2022,14,32
54388506,Holl Holl,7/4/2022,15,9
54365276,Alemwach,7/4/2022,23,0
54413993,Awbarre,7/4/2022,15,68
54357509,Bambasi,7/4/2022,18,45
54357471,Bokolmanyo,7/4/2022,13,11
54357476,Buramino,7/4/2022,7,6
54357475,Hilaweyn,7/4/2022,14,7
54357473,Melkadida,7/4/2022,14,14
54414002,Sheder,7/4/2022,14,72
54357520,Sherkole,7/4/2022,14,39
54357521,Tsore Camp (Assosa),7/4/2022,12,16
54360823,Ampain,7/4/2022,53,100
54360825,Egyeikrom,7/4/2022,63,100
54360831,Krisan,7/4/2022,28,100
54362535,Arbat,7/4/2022,86,100
54363949,Dagahaley,7/4/2022,21,66
54363950,Hagadera,7/4/2022,17,78
54363951,Ifo,7/4/2022,25,65
54356431,Dzaleka,7/4/2022,11,37
54361138,Maratane,7/4/2022,9,100
54363782,Abala,7/4/2022,13,7
54363712,Chadakori,7/4/2022,3,0
54363710,Dandaji Makao,7/4/2022,5,0
54363716,Garin Kaka,7/4/2022,12,0
54363907,Ouallam,7/4/2022,38,9
54370535,Sayam Forage,7/4/2022,0,0
54362580,Adagom,7/4/2022,17,15
54355971,Muhammad Khail,7/4/2022,4,100
54361221,Kigeme,7/4/2022,16,100
54356782,Kiziba,7/4/2022,26,100
54357536,Mahama,7/4/2022,27,100
54361228,Mugombwa,7/4/2022,29,100
54356765,Nyabiheke,7/4/2022,18,0
54356790,Abuda,7/4/2022,46,60
54357405,Dar Batti,7/4/2022,0,28
54357407,Gedied,7/4/2022,0,38
54356788,Girba,7/4/2022,35,45
54357410,Gurayd,7/4/2022,0,42
54356789,Kilo 26,7/4/2022,38,50
54356779,Shagarab I,7/4/2022,12,14
54357409,Sirajiya,7/4/2022,0,21
54356791,Wad Sharife,7/4/2022,26,44
54359575,Nyarugusu Congolese,7/4/2022,34,63
54361287,Adjumani,7/4/2022,14,80
54359950,Kyaka II,7/4/2022,10,54
54358594,Kyangwali,7/4/2022,14,63
54361808,Nakivale,7/4/2022,14,53
54361837,Oruchinga,7/4/2022,24,63
54358671,Palorinya,7/4/2022,18,86
54359955,Rwamwanja,7/4/2022,12,61
54356457,Mayukwayukwa,7/4/2022,21,23
54357474,Kobe,7/4/2022,19,7
54362112,Auserd,5/30/2022,48,94
54362120,Boujdour,5/30/2022,61,94
54362128,Dakhla,5/30/2022,72,98
54362136,Layounne,5/30/2022,30,88
54362144,Smara,5/30/2022,43,87
54356058,Lovua settlement,5/30/2022,26,69
54356329,Borgop,5/30/2022,16,25
54356330,Gado,5/30/2022,16,16
54356338,Lolo,5/30/2022,14,15
54356340,Mbile,5/30/2022,17,18
54356341,Minawao,5/30/2022,13,18
54356342,Ngam,5/30/2022,17,32
54356343,Ngarisingo,5/30/2022,15,37
54356344,Timangolo,5/30/2022,15,20
54360837,Amboko,5/30/2022,23,20
54360841,Belom,5/30/2022,13,21
54360783,Dar Es Salam,5/30/2022,18,25
54360845,Doholo,5/30/2022,18,100
54360835,Dosseye,5/30/2022,42,53
54360848,Gon,5/30/2022,16,100
54360839,Gondje,5/30/2022,28,10
54360843,Moyo,5/30/2022,40,8
54104724,Bili,5/30/2022,7,3
54104763,Boyabu,5/30/2022,21,28
54104050,Inke,5/30/2022,15,23
54103660,Lusenda,5/30/2022,17,25
54104760,Mole,5/30/2022,20,25
54103661,Mulongwe (Baraka),5/30/2022,14,31
54388488,Ali Adde,5/30/2022,16,31
54388505,Holl Holl,5/30/2022,16,10
54104762,Alemwach,5/30/2022,17,100
54103634,Bambasi,5/30/2022,18,44
54357401,Bokolmanyo,5/30/2022,16,11
54357466,Buramino,5/30/2022,12,12
54104077,Fugnido,5/30/2022,17,22
54104080,Fugnido 2,5/30/2022,16,35
54357467,Hilaweyn,5/30/2022,14,7
54104073,Jewi,5/30/2022,19,35
54357469,Kobe,5/30/2022,17,7
54104074,Kule,5/30/2022,0,39
54357468,Melkadida,5/30/2022,16,14
54104068,Nguenyyiel,5/30/2022,15,23
54104079,Okugo,5/30/2022,13,25
54103635,Sherkole,5/30/2022,15,39
54104072,Tierkidi,5/30/2022,14,11
54103636,Tsore Camp (Assosa),5/30/2022,12,16
54356425,Ampain,5/30/2022,53,100
54356441,Egyeikrom,5/30/2022,63,100
54356416,Fetentaa,5/30/2022,31,2
54356421,Krisan,5/30/2022,28,100
54362514,Arbat,5/30/2022,0,100
54103644,Basirma,5/30/2022,98,100
54104611,Kawergosk,5/30/2022,134,100
54104612,Qushtapa,5/30/2022,121,100
54363693,Dagahaley,5/30/2022,20,66
54363698,Hagadera,5/30/2022,18,78
54363701,Ifo,5/30/2022,24,65
54103608,Dzaleka,5/30/2022,11,38
54361137,Maratane,5/30/2022,13,100
54363780,Abala,5/30/2022,13,6
54103595,Chadakori,5/30/2022,10,100
54103596,Dandaji Makao,5/30/2022,5,100
54103597,Garin Kaka,5/30/2022,20,100
54363904,Ouallam,5/30/2022,20,9
54362579,Adagom,5/30/2022,17,13
54362816,Ikyogen,5/30/2022,8,20
54362575,Ukende,5/30/2022,17,16
54104654,Kigeme,5/30/2022,17,100
54103999,Kiziba,5/30/2022,26,100
54104640,Mahama,5/30/2022,25,0
54104653,Mugombwa,5/30/2022,27,100
54104639,Nyabiheke,5/30/2022,14,0
54356104,Abu Jubaiha Town,5/30/2022,0,33
54104042,Abuda,5/30/2022,27,53
54356107,Abunowara,5/30/2022,0,100
54356108,Dar Batti,5/30/2022,1,28
54356110,Gedied,5/30/2022,0,5
54104038,Girba,5/30/2022,20,46
54356111,Gurayd,5/30/2022,0,5
54104035,Kilo 26,5/30/2022,50,37
54104020,Shagarab I,5/30/2022,15,20
54356126,Sirajiya,5/30/2022,0,11
54104039,Wad Sharife,5/30/2022,6,34
54104018,Nduta,5/30/2022,46,88
54356115,Nyarugusu Burundian,5/30/2022,24,83
54356106,Nyarugusu Congolese,5/30/2022,31,56
54361286,Adjumani,5/30/2022,14,80
54103981,Imvepi,5/30/2022,0,100
54361807,Nakivale,5/30/2022,12,54
54361777,Oruchinga,5/30/2022,20,81
54358672,Palorinya,5/30/2022,18,86
54359956,Rwamwanja,5/30/2022,13,61
54356456,Mayukwayukwa,5/30/2022,21,23
54362111,Auserd,5/2/2022,44,94
54362119,Boujdour,5/2/2022,54,94
54362127,Dakhla,5/2/2022,74,98
54362135,Layounne,5/2/2022,29,88
54362143,Smara,5/2/2022,42,87
54100612,Borgop,5/2/2022,19,25
54100613,Gado,5/2/2022,16,16
54100614,Lolo,5/2/2022,15,15
54100615,Mbile,5/2/2022,16,18
54100616,Minawao,5/2/2022,14,19
54100617,Ngam,5/2/2022,20,32
54100618,Ngarisingo,5/2/2022,15,37
54100619,Timangolo,5/2/2022,16,20
54360836,Amboko,5/2/2022,18,100
54360840,Belom,5/2/2022,14,21
54360782,Dar Es Salam,5/2/2022,18,25
54360844,Doholo,5/2/2022,21,26
54360834,Dosseye,5/2/2022,41,53
54360846,Gon,5/2/2022,20,8
54360838,Gondje,5/2/2022,28,10
54360842,Moyo,5/2/2022,40,8
54044591,Bili,5/2/2022,13,18
54044590,Boyabu,5/2/2022,26,32
54044592,Inke,5/2/2022,15,23
54103658,Lusenda,5/2/2022,17,25
54101374,Modale,5/2/2022,0,100
54044589,Mole,5/2/2022,18,33
54103659,Mulongwe (Baraka),5/2/2022,14,31
54101376,Wenze,5/2/2022,6762,100
54388487,Ali Adde,5/2/2022,16,31
54388504,Holl Holl,5/2/2022,12,10
54100409,Alemwach,5/2/2022,14,100
54102356,Bambasi,5/2/2022,16,61
54101412,Fugnido,5/2/2022,18,22
54101427,Fugnido 2,5/2/2022,20,35
54100407,Jewi,5/2/2022,16,35
54101406,Kule,5/2/2022,14,39
54100397,Nguenyyiel,5/2/2022,14,23
54101422,Okugo,5/2/2022,10,100
54102357,Sherkole,5/2/2022,10,48
54100402,Tierkidi,5/2/2022,14,100
54102358,Tsore Camp (Assosa),5/2/2022,14,16
54356424,Ampain,5/2/2022,53,100
54356440,Egyeikrom,5/2/2022,63,100
54356415,Fetentaa,5/2/2022,28,2
54356420,Krisan,5/2/2022,28,100
54363690,Dagahaley,5/2/2022,20,66
54363691,Hagadera,5/2/2022,20,78
54363692,Ifo,5/2/2022,26,65
54101599,Dzaleka,5/2/2022,11,38
54361136,Maratane,5/2/2022,13,100
54101447,Abala,5/2/2022,9,3
54085908,Chadakori,5/2/2022,14,100
54085912,Dandaji Makao,5/2/2022,4,100
54085915,Garin Kaka,5/2/2022,18,100
54101453,Ouallam,5/2/2022,16,9
54103987,Adagam 3,5/2/2022,16,18
54103985,Adagom,5/2/2022,15,15
54103986,Ikyogen,5/2/2022,8,20
54362574,Ukende,5/2/2022,15,40
54104660,Kigeme,5/2/2022,16,100
54100608,Kiziba,5/2/2022,26,100
54104635,Mahama,5/2/2022,23,100
54104648,Mugombwa,5/2/2022,25,100
54104638,Nyabiheke,5/2/2022,14,0
54103453,Ajoung Thok,5/2/2022,21,65
54103468,Pamir,5/2/2022,18,41
54101881,Abu Jubaiha Town,5/2/2022,2,9
54101608,Abuda,5/2/2022,20,53
54101882,Abunowara,5/2/2022,0,100
54101594,Babikir,5/2/2022,0,100
54101883,Dar Batti,5/2/2022,1,0
54101885,Gedied,5/2/2022,0,2
54101601,Girba,5/2/2022,22,33
54101605,Kilo 26,5/2/2022,18,71
54101448,Shagarab I,5/2/2022,18,20
54101603,Wad Sharife,5/2/2022,25,34
54102360,Nduta,5/2/2022,35,88
54356114,Nyarugusu Burundian,5/2/2022,24,84
54356102,Nyarugusu Congolese,5/2/2022,27,56
54361284,Adjumani,5/2/2022,14,80
54101458,Kiryandongo,5/2/2022,0,100
54085952,Kyaka II,5/2/2022,10,53
54101909,Oruchinga,5/2/2022,21,82
54359938,Palorinya,5/2/2022,18,85
54359934,Rwamwanja,5/2/2022,11,60
54100425,Mayukwayukwa,5/2/2022,21,23
54362110,Auserd,4/4/2022,46,94
54362118,Boujdour,4/4/2022,42,94
54362126,Dakhla,4/4/2022,71,98
54362134,Layounne,4/4/2022,30,88
54362142,Smara,4/4/2022,40,87
53998642,Lovua settlement,4/4/2022,17,89
54100467,Musasa,4/4/2022,22,2
54015910,Borgop,4/4/2022,19,25
54015911,Gado,4/4/2022,15,16
54015912,Lolo,4/4/2022,15,15
54015913,Mbile,4/4/2022,16,17
54015927,Minawao,4/4/2022,14,19
54015933,Ngam,4/4/2022,20,32
54015937,Ngarisingo,4/4/2022,15,36
54015942,Timangolo,4/4/2022,16,20
54360620,Amboko,4/4/2022,24,20
54360686,Belom,4/4/2022,19,49
54360781,Dar Es Salam,4/4/2022,18,25
54360692,Dembo,4/4/2022,14,15
54360693,Diba,4/4/2022,13,7
54360690,Dilingala,4/4/2022,19,8
54360688,Doholo,4/4/2022,45,26
54360684,Dosseye,4/4/2022,43,53
54360689,Gon,4/4/2022,16,8
54360685,Gondje,4/4/2022,22,10
54360687,Moyo,4/4/2022,31,8
54360691,Silambi,4/4/2022,47,13
54044565,Bili,4/4/2022,13,18
54044561,Boyabu,4/4/2022,25,30
54044567,Inke,4/4/2022,14,41
53994809,Lusenda,4/4/2022,17,25
54044570,Mole,4/4/2022,16,30
53995000,Mulongwe (Baraka),4/4/2022,14,31
54388486,Ali Adde,4/4/2022,19,31
54388502,Holl Holl,4/4/2022,18,10
54100410,Alemwach,4/4/2022,14,100
54413991,Awbarre,4/4/2022,0,68
53995248,Bambasi,4/4/2022,13,61
54101413,Fugnido,4/4/2022,20,22
54101426,Fugnido 2,4/4/2022,21,35
54100406,Jewi,4/4/2022,19,36
54101407,Kule,4/4/2022,16,39
54100396,Nguenyyiel,4/4/2022,17,25
54101421,Okugo,4/4/2022,20,25
53995262,Sherkole,4/4/2022,7,48
54100401,Tierkidi,4/4/2022,17,11
53995259,Tsore Camp (Assosa),4/4/2022,11,21
54356423,Ampain,4/4/2022,53,100
54356439,Egyeikrom,4/4/2022,63,100
54356414,Fetentaa,4/4/2022,24,2
54356419,Krisan,4/4/2022,28,100
54086306,Basirma,4/4/2022,100,100
54086308,Kawergosk,4/4/2022,136,100
54086309,Qushtapa,4/4/2022,124,100
53992488,Dagahaley,4/4/2022,20,66
53992489,Hagadera,4/4/2022,21,78
53992490,Ifo,4/4/2022,28,65
53986732,Dzaleka,4/4/2022,11,38
53969837,Maratane,4/4/2022,12,100
54085928,Abala,4/4/2022,19,3
54085909,Chadakori,4/4/2022,14,100
54085911,Dandaji Makao,4/4/2022,5,100
54085914,Garin Kaka,4/4/2022,20,100
54085930,Ouallam,4/4/2022,17,9
54030267,Kigeme,4/4/2022,14,100
53987440,Kiziba,4/4/2022,26,100
53992484,Mahama,4/4/2022,22,100
54030264,Mugombwa,4/4/2022,22,100
53992548,Nyabiheke,4/4/2022,14,100
53980790,Ajoung Thok,4/4/2022,25,65
53981878,Pamir,4/4/2022,19,41
53997993,Abu Jubaiha Town,4/4/2022,0,33
54101606,Abuda,4/4/2022,20,53
53997995,Abunowara,4/4/2022,0,100
54101592,Babikir,4/4/2022,0,100
53997996,Dar Batti,4/4/2022,1,28
53997998,Gedied,4/4/2022,0,5
54101596,Girba,4/4/2022,22,33
53997999,Gurayd,4/4/2022,0,5
54101604,Kilo 26,4/4/2022,18,71
54101588,Shagarab I,4/4/2022,18,20
53998001,Sirajiya,4/4/2022,0,11
54101602,Wad Sharife,4/4/2022,25,34
54102359,Nduta,4/4/2022,25,87
53995001,Nyarugusu Burundian,4/4/2022,24,85
53995026,Nyarugusu Congolese,4/4/2022,23,55
54361283,Adjumani,4/4/2022,14,80
54085951,Kyaka II,4/4/2022,11,53
54359941,Palorinya,4/4/2022,18,84
53980461,Rhino Camp,4/4/2022,NA,100
54359933,Rwamwanja,4/4/2022,12,62
54362109,Auserd,2/28/2022,40,94
54362117,Boujdour,2/28/2022,37,94
54362125,Dakhla,2/28/2022,72,98
54362133,Layounne,2/28/2022,30,88
54362141,Smara,2/28/2022,35,87
53975873,Lovua settlement,2/28/2022,23,89
54015894,Borgop,2/28/2022,18,24
53949071,Gado,2/28/2022,NA,100
54015899,Lolo,2/28/2022,15,13
54015902,Mbile,2/28/2022,16,13
54015904,Minawao,2/28/2022,12,17
54015905,Ngam,2/28/2022,18,29
54015906,Ngarisingo,2/28/2022,15,34
54015907,Timangolo,2/28/2022,16,15
53986783,Amboko,2/28/2022,22,20
53987435,Amnabak,2/28/2022,10,14
53987434,Beakoro,2/28/2022,36,20
53987433,Bekan,2/28/2022,33,3
53986785,Belom,2/28/2022,23,49
53987443,Dar Es Salam,2/28/2022,18,23
53987431,Dembo,2/28/2022,17,15
53987432,Diba,2/28/2022,23,7
53987428,Dilingala,2/28/2022,19,8
53986787,Doholo,2/28/2022,22,26
53986782,Dosseye,2/28/2022,34,53
53987427,Gon,2/28/2022,16,8
53986784,Gondje,2/28/2022,26,10
53987436,Iridimi,2/28/2022,12,26
53987437,Kounoungou,2/28/2022,18,22
53987439,Mile,2/28/2022,14,24
53986786,Moyo,2/28/2022,35,8
53987441,Oure Cassoni,2/28/2022,13,40
53987429,Silambi,2/28/2022,47,13
53987442,Touloum,2/28/2022,12,10
54044564,Bili,2/28/2022,13,18
54044563,Boyabu,2/28/2022,25,30
54044566,Inke,2/28/2022,14,23
53962170,Lusenda,2/28/2022,13,43
54044569,Mole,2/28/2022,16,30
53962174,Mulongwe (Baraka),2/28/2022,18,29
54388485,Ali Adde,2/28/2022,20,31
54388501,Holl Holl,2/28/2022,17,10
54100411,Alemwach,2/28/2022,21,100
54413992,Awbarre,2/28/2022,143,43
53961034,Bambasi,2/28/2022,4,61
54101416,Fugnido,2/28/2022,18,22
54101425,Fugnido 2,2/28/2022,20,35
54100405,Jewi,2/28/2022,19,36
54101408,Kule,2/28/2022,15,39
54100395,Nguenyyiel,2/28/2022,19,25
54101420,Okugo,2/28/2022,19,25
54414001,Sheder,2/28/2022,34,72
53974405,Sherkole,2/28/2022,8,48
54100400,Tierkidi,2/28/2022,16,11
53974406,Tsore Camp (Assosa),2/28/2022,2,36
54356422,Ampain,2/28/2022,53,100
54356438,Egyeikrom,2/28/2022,63,100
54356413,Fetentaa,2/28/2022,22,2
54356418,Krisan,2/28/2022,28,100
53980118,Basirma,2/28/2022,104,100
53980120,Kawergosk,2/28/2022,129,100
53980121,Qushtapa,2/28/2022,125,100
53992485,Dagahaley,2/28/2022,27,83
53992486,Hagadera,2/28/2022,23,96
53992487,Ifo,2/28/2022,29,81
53963243,Dzaleka,2/28/2022,11,38
53927841,Maratane,2/28/2022,12,100
53973794,Abala,2/28/2022,18,3
53961268,Chadakori,2/28/2022,8,100
53961269,Dandaji Makao,2/28/2022,5,100
53961270,Garin Kaka,2/28/2022,17,100
53973796,Ouallam,2/28/2022,29,9
54103984,Adagom,2/28/2022,12,22
54362573,Ukende,2/28/2022,15,32
53971611,Betou,2/28/2022,0,2
53971609,Gamboma,2/28/2022,0,14
54030266,Kigeme,2/28/2022,15,100
53964273,Kiziba,2/28/2022,26,100
53961262,Mahama,2/28/2022,22,100
54030263,Mugombwa,2/28/2022,22,100
53961264,Nyabiheke,2/28/2022,13,100
53967261,Abu Jubaiha Town,2/28/2022,0,33
53961809,Abuda,2/28/2022,35,53
53974448,Al Jameya,2/28/2022,14,53
53974446,Al Kashafa,2/28/2022,8,39
53974453,Al Redis 1,2/28/2022,7,14
53974447,Al Redis 2,2/28/2022,8,11
53974444,Alagaya,2/28/2022,5,4
54101577,Babikir,2/28/2022,0,100
53974449,Dabat Bosin,2/28/2022,7,1
53967262,Dar Batti,2/28/2022,1,28
53967264,Gedied,2/28/2022,0,5
53961802,Girba,2/28/2022,29,100
53967276,Gurayd,2/28/2022,0,100
53974445,Jouri,2/28/2022,9,16
53974322,Khor Alwarel,2/28/2022,0,100
53961803,Kilo 26,2/28/2022,32,71
53961801,Shagarab I,2/28/2022,25,20
53974452,Um Sangour,2/28/2022,6,11
53961806,Wad Sharife,2/28/2022,25,34
53975870,Nduta,2/28/2022,31,88
53974858,Nyarugusu Burundian,2/28/2022,32,84
53974859,Nyarugusu Congolese,2/28/2022,28,55
53961582,Adjumani,2/28/2022,14,79
53980457,Imvepi,2/28/2022,22,78
53963244,Kyaka II,2/28/2022,9,39
53963239,Kyangwali,2/28/2022,13,64
53961443,Nakivale,2/28/2022,15,81
53961578,Oruchinga,2/28/2022,21,82
54359942,Palorinya,2/28/2022,18,84
53980460,Rhino Camp,2/28/2022,18,76
53970666,Rwamwanja,2/28/2022,10,66
53969838,Mayukwayukwa,2/28/2022,21,23
53958101,Tongogara,2/28/2022,20,100
54362107,Auserd,1/31/2022,44,94
54362116,Boujdour,1/31/2022,37,94
54362124,Dakhla,1/31/2022,72,98
54362132,Layounne,1/31/2022,30,88
54362140,Smara,1/31/2022,33,87
53956793,Lovua settlement,1/31/2022,27,89
53949060,Borgop,1/31/2022,16,2
53949070,Gado,1/31/2022,14,1
53949067,Lolo,1/31/2022,14,2
53949063,Mbile,1/31/2022,14,3
53956714,Minawao,1/31/2022,12,17
53949065,Ngam,1/31/2022,17,4
53949055,Ngarisingo,1/31/2022,17,3
53949052,Timangolo,1/31/2022,14,15
53947968,Bili,1/31/2022,13,18
53947972,Boyabu,1/31/2022,24,29
53947965,Inke,1/31/2022,15,25
53961807,Lusenda,1/31/2022,12,43
53947977,Mole,1/31/2022,15,30
53962173,Mulongwe (Baraka),1/31/2022,18,29
54388484,Ali Adde,1/31/2022,21,31
54388500,Holl Holl,1/31/2022,20,11
54100412,Alemwach,1/31/2022,20,100
53924080,Bambasi,1/31/2022,11,61
53932332,Bokolmanyo,1/31/2022,13,13
53932333,Buramino,1/31/2022,14,13
53932337,Dollo Ado Transit Centre,1/31/2022,21,100
54101415,Fugnido,1/31/2022,19,22
54101424,Fugnido 2,1/31/2022,20,35
53932334,Hilaweyn,1/31/2022,14,11
54100404,Jewi,1/31/2022,NA,100
53932335,Kobe,1/31/2022,25,16
54101409,Kule,1/31/2022,13,39
53932336,Melkadida,1/31/2022,24,15
54100285,Nguenyyiel,1/31/2022,18,25
54101418,Okugo,1/31/2022,19,25
53924082,Sherkole,1/31/2022,26,48
54100399,Tierkidi,1/31/2022,11,11
53924081,Tsore Camp (Assosa),1/31/2022,14,36
53970660,Ampain,1/31/2022,53,100
53969549,Egyeikrom,1/31/2022,46,100
53970174,Fetentaa,1/31/2022,23,2
53969548,Krisan,1/31/2022,26,100
53975875,Basirma,1/31/2022,102,100
53980117,Kawergosk,1/31/2022,140,100
53980116,Qushtapa,1/31/2022,125,100
53932357,Dagahaley,1/31/2022,25,83
53932358,Hagadera,1/31/2022,23,96
53932359,Ifo,1/31/2022,29,81
53927196,Dzaleka,1/31/2022,11,38
53951134,Abala,1/31/2022,20,3
53922785,Chadakori,1/31/2022,6,100
53922787,Dandaji Makao,1/31/2022,5,100
53922790,Garin Kaka,1/31/2022,15,100
53951139,Ouallam,1/31/2022,24,9
53927163,Adagam 3,1/31/2022,20,27
53927146,Adagom,1/31/2022,12,21
53927167,Ikyogen,1/31/2022,6,100
53926148,Ukende,1/31/2022,14,27
54030265,Kigeme,1/31/2022,14,100
53925951,Kiziba,1/31/2022,31,100
53927599,Mahama,1/31/2022,22,100
54030260,Mugombwa,1/31/2022,22,100
53927600,Nyabiheke,1/31/2022,13,100
53953276,Ajoung Thok,1/31/2022,24,65
53953275,Pamir,1/31/2022,18,42
53932178,Abu Jubaiha Town,1/31/2022,0,33
53928441,Abuda,1/31/2022,40,53
53960597,Al Jameya,1/31/2022,13,54
53960593,Al Kashafa,1/31/2022,8,39
53960595,Al Redis 1,1/31/2022,14,31
53960594,Al Redis 2,1/31/2022,8,11
53960590,Alagaya,1/31/2022,5,4
54101573,Babikir,1/31/2022,0,100
53960598,Dabat Bosin,1/31/2022,6,1
53951800,Dar Batti,1/31/2022,1,28
53928442,Girba,1/31/2022,29,100
53960592,Jouri,1/31/2022,8,16
53960596,Khor Alwarel,1/31/2022,9,100
53928443,Kilo 26,1/31/2022,39,71
53928440,Shagarab I,1/31/2022,16,20
53946876,Sirajiya,1/31/2022,0,11
53960599,Um Sangour,1/31/2022,5,10
53928444,Wad Sharife,1/31/2022,25,34
53975871,Nduta,1/31/2022,24,87
53974860,Nyarugusu Burundian,1/31/2022,36,85
53974861,Nyarugusu Congolese,1/31/2022,25,55
53961581,Adjumani,1/31/2022,14,79
53927585,Imvepi,1/31/2022,22,79
53925839,Kyaka II,1/31/2022,10,39
53963238,Kyangwali,1/31/2022,12,64
53924083,Nakivale,1/31/2022,15,80
53924084,Oruchinga,1/31/2022,21,82
54359944,Palorinya,1/31/2022,18,80
53927633,Rhino Camp,1/31/2022,20,77
53970665,Rwamwanja,1/31/2022,10,66
53958100,Tongogara,1/31/2022,20,100
54362106,Auserd,1/3/2022,43,94
54362115,Boujdour,1/3/2022,38,94
54362123,Dakhla,1/3/2022,72,98
54362131,Layounne,1/3/2022,30,88
54362139,Smara,1/3/2022,34,87
53956791,Lovua settlement,1/3/2022,27,89
53949059,Borgop,1/3/2022,16,2
53949069,Gado,1/3/2022,14,1
53949066,Lolo,1/3/2022,14,2
53949062,Mbile,1/3/2022,13,3
53956712,Minawao,1/3/2022,12,17
53949057,Ngam,1/3/2022,16,4
53949054,Ngarisingo,1/3/2022,17,3
53949051,Timangolo,1/3/2022,14,15
53947969,Bili,1/3/2022,13,18
53947973,Boyabu,1/3/2022,24,29
53947963,Inke,1/3/2022,15,25
53901138,Lusenda,1/3/2022,19,44
53947976,Mole,1/3/2022,15,30
53901140,Mulongwe (Baraka),1/3/2022,14,43
54356719,Ali Adde,1/3/2022,19,31
54388499,Holl Holl,1/3/2022,18,12
54100413,Alemwach,1/3/2022,35,100
53900829,Bambasi,1/3/2022,14,61
53898944,Bokolmanyo,1/3/2022,14,14
53898945,Buramino,1/3/2022,13,14
53898946,Dollo Ado Transit Centre,1/3/2022,7,100
54101414,Fugnido,1/3/2022,19,22
54101423,Fugnido 2,1/3/2022,20,35
53898947,Hilaweyn,1/3/2022,15,11
54100403,Jewi,1/3/2022,17,35
53898948,Kobe,1/3/2022,26,17
54101410,Kule,1/3/2022,13,39
53898950,Melkadida,1/3/2022,24,15
54086313,Nguenyyiel,1/3/2022,20,25
54101417,Okugo,1/3/2022,14,100
53900830,Sherkole,1/3/2022,12,48
54100398,Tierkidi,1/3/2022,11,11
53900831,Tsore Camp (Assosa),1/3/2022,21,37
53970250,Ampain,1/3/2022,53,100
53855064,Egyeikrom,1/3/2022,64,100
53970171,Fetentaa,1/3/2022,23,2
53969547,Krisan,1/3/2022,26,100
53975154,Basirma,1/3/2022,97,100
53975189,Kawergosk,1/3/2022,139,100
53975188,Qushtapa,1/3/2022,125,100
53915357,Dagahaley,1/3/2022,28,83
53915358,Hagadera,1/3/2022,25,97
53915359,Ifo,1/3/2022,30,81
53915360,Dzaleka,1/3/2022,11,38
53917112,Abala,1/3/2022,15,3
53900979,Chadakori,1/3/2022,12,100
53900982,Dandaji Makao,1/3/2022,11,100
53900984,Garin Kaka,1/3/2022,21,100
53917115,Ouallam,1/3/2022,14,9
53927162,Adagam 3,1/3/2022,20,27
53927145,Adagom,1/3/2022,15,25
53927166,Ikyogen,1/3/2022,6,100
53901025,Ukende,1/3/2022,11,45
53961805,Kigeme,1/3/2022,15,100
53900988,Kiziba,1/3/2022,27,100
53898638,Mahama,1/3/2022,21,0
53961813,Mugombwa,1/3/2022,21,100
53898639,Nyabiheke,1/3/2022,11,100
53950947,Ajoung Thok,1/3/2022,21,66
53953189,Pamir,1/3/2022,16,42
53899960,Abu Jubaiha Town,1/3/2022,0,33
53899967,Abuda,1/3/2022,40,53
53924363,Al Jameya,1/3/2022,13,54
53924364,Al Kashafa,1/3/2022,8,39
53924358,Al Redis 1,1/3/2022,14,31
53924359,Al Redis 2,1/3/2022,12,11
53924356,Alagaya,1/3/2022,5,4
53924357,Dabat Bosin,1/3/2022,6,1
53899963,Dar Batti,1/3/2022,0,28
53899964,Girba,1/3/2022,28,100
53924355,Jouri,1/3/2022,8,16
53924362,Khor Alwarel,1/3/2022,9,100
53899965,Kilo 26,1/3/2022,39,71
53899961,Shagarab I,1/3/2022,18,20
53924360,Um Sangour,1/3/2022,5,10
53899966,Wad Sharife,1/3/2022,25,34
53901872,Nduta,1/3/2022,24,75
53917114,Nyarugusu Burundian,1/3/2022,28,85
53917113,Nyarugusu Congolese,1/3/2022,25,57
53961580,Adjumani,1/3/2022,14,78
53921525,Imvepi,1/3/2022,3,79
53898564,Kyaka II,1/3/2022,10,37
53901023,Nakivale,1/3/2022,12,86
53901024,Oruchinga,1/3/2022,21,90
