household_id,camp_name,start_date,water_lppd,toilets
54418187,Dagahaley,1/1/2024,NA,NA
54418188,Hagadera,1/1/2024,NA,NA
54418189,Ifo,1/1/2024,NA,NA
54418190,Ifo 2,1/1/2024,NA,NA
54414021,Buramino,12/2/2024,9,9
54420986,Lovua settlement,9/2/2024,23,57
54420051,Arbat,9/2/2024,50,100
54420052,Basirma,9/2/2024,17,100
54420054,Kawergosk,9/2/2024,115,100
54420055,Qushtapa,9/2/2024,98,100
54419956,Dagahaley,9/2/2024,20,53
54419957,Hagadera,9/2/2024,18,60
54419958,Ifo,9/2/2024,17,57
54419959,Ifo 2,9/2/2024,26,15
54419740,Dzaleka,9/2/2024,13,75
54419158,Lovua settlement,7/29/2024,16,61
54418768,Bambasi,7/29/2024,15,41
54418771,Sherkole,7/29/2024,20,33
54418773,Tsore Camp (Assosa),7/29/2024,15,31
54420041,Arbat,7/29/2024,54,100
54420043,Basirma,7/29/2024,17,100
54420047,Kawergosk,7/29/2024,122,100
54420048,Qushtapa,7/29/2024,101,100
54419822,Dagahaley,7/29/2024,19,53
54419823,Hagadera,7/29/2024,16,60
54419825,Ifo,7/29/2024,16,57
54419826,Ifo 2,7/29/2024,19,10
54419689,Dzaleka,7/29/2024,13,0
54418973,Centre humanitaire Agadez,7/29/2024,19,0
54418969,Chadakori,7/29/2024,4,7
54418971,Dandaji Makao,7/29/2024,8,8
54418972,Garin Kaka,7/29/2024,15,17
54418778,Kigeme,7/29/2024,17,0
54419085,Kiziba,7/29/2024,35,0
54419090,Mahama,7/29/2024,21,0
54418774,Mugombwa,7/29/2024,23,0
54419101,Nyabiheke,7/29/2024,17,0
54418435,Lovua settlement,7/1/2024,16,62
54418732,Bambasi,7/1/2024,19,41
54418734,Sherkole,7/1/2024,13,33
54418735,Tsore Camp (Assosa),7/1/2024,11,31
54418779,Arbat,7/1/2024,54,100
54418780,Basirma,7/1/2024,17,100
54418791,Kawergosk,7/1/2024,122,100
54418792,Qushtapa,7/1/2024,101,100
54419818,Dagahaley,7/1/2024,18,53
54419819,Hagadera,7/1/2024,14,60
54419820,Ifo,7/1/2024,16,57
54419821,Ifo 2,7/1/2024,18,10
54418074,Dzaleka,7/1/2024,14,84
54418327,Abala,7/1/2024,13,15
54418331,Ayerou,7/1/2024,8,0
54417959,Centre humanitaire Agadez,7/1/2024,20,0
54417813,Chadakori,7/1/2024,6,8
54417814,Dandaji Makao,7/1/2024,9,8
54417815,Garin Kaka,7/1/2024,12,13
54418329,Ouallam,7/1/2024,16,27
54418078,Sayam Forage,7/1/2024,10,14
54418777,Kigeme,7/1/2024,17,0
54418726,Kiziba,7/1/2024,41,0
54419089,Mahama,7/1/2024,20,0
54418770,Mugombwa,7/1/2024,23,0
54418712,Nyabiheke,7/1/2024,17,0
54418505,Al Jameya,7/1/2024,12,18
54418233,Al Kashafa,7/1/2024,8,20
54418231,Al Redis 1,7/1/2024,13,21
54418232,Al Redis 2,7/1/2024,NA,0
54418235,Alagaya,7/1/2024,NA,0
54417772,Babikir,7/1/2024,18,28
54418236,Dabat Bosin,7/1/2024,4,5
54418234,Jouri,7/1/2024,9,11
54418229,Khor Alwarel,7/1/2024,NA,0
54417771,Tunaydba,7/1/2024,23,14
54417769,Um Gargour,7/1/2024,37,1
54417770,Um Rakuba,7/1/2024,23,11
54418230,Um Sangour,7/1/2024,NA,0
54417494,Lovua settlement,6/3/2024,16,62
54417496,Bambasi,6/3/2024,17,41
54417498,Sherkole,6/3/2024,11,33
54417499,Tsore Camp (Assosa),6/3/2024,17,31
54417583,Arbat,6/3/2024,58,100
54417579,Basirma,6/3/2024,19,100
54417581,Kawergosk,6/3/2024,127,100
54417582,Qushtapa,6/3/2024,104,100
54417232,Dagahaley,6/3/2024,18,53
54417233,Hagadera,6/3/2024,14,60
54417234,Ifo,6/3/2024,13,57
54417235,Ifo 2,6/3/2024,19,10
54417391,Dzaleka,6/3/2024,16,84
54418326,Abala,6/3/2024,14,16
54418330,Ayerou,6/3/2024,8,0
54416951,Centre humanitaire Agadez,6/3/2024,22,0
54416952,Chadakori,6/3/2024,7,8
54416953,Dandaji Makao,6/3/2024,9,8
54416954,Garin Kaka,6/3/2024,13,13
54418328,Ouallam,6/3/2024,12,27
54418079,Sayam Forage,6/3/2024,10,14
54416930,Kigeme,6/3/2024,17,0
54418725,Kiziba,6/3/2024,44,0
54419088,Mahama,6/3/2024,20,0
54416929,Mugombwa,6/3/2024,23,0
54418711,Nyabiheke,6/3/2024,17,0
54418504,Al Jameya,6/3/2024,12,18
54418547,Al Kashafa,6/3/2024,8,20
54418553,Al Redis 1,6/3/2024,14,21
54418533,Al Redis 2,6/3/2024,7,7
54418497,Alagaya,6/3/2024,7,3
54416883,Babikir,6/3/2024,24,28
54418486,Dabat Bosin,6/3/2024,4,5
54418541,Jouri,6/3/2024,10,11
54418511,Khor Alwarel,6/3/2024,8,0
54416815,Sirajiya,6/3/2024,0,0
54416881,Tunaydba,6/3/2024,31,14
54416880,Um Gargour,6/3/2024,38,23
54416879,Um Rakuba,6/3/2024,23,11
54418526,Um Sangour,6/3/2024,5,6
54417246,Lovua settlement,4/29/2024,17,62
54416279,Bambasi,4/29/2024,21,29
54416281,Sherkole,4/29/2024,9,33
54416282,Tsore Camp (Assosa),4/29/2024,11,31
54416843,Arbat,4/29/2024,58,100
54415682,Basirma,4/29/2024,19,100
54415684,Kawergosk,4/29/2024,127,100
54415685,Qushtapa,4/29/2024,104,100
54417227,Dagahaley,4/29/2024,18,53
54417228,Hagadera,4/29/2024,13,60
54417230,Ifo,4/29/2024,14,57
54417231,Ifo 2,4/29/2024,18,10
54415845,Dzaleka,4/29/2024,16,84
54415991,Abala,4/29/2024,13,17
54415993,Ayerou,4/29/2024,3,0
54416571,Centre humanitaire Agadez,4/29/2024,23,0
54416572,Chadakori,4/29/2024,4,8
54416573,Dandaji Makao,4/29/2024,4,8
54416574,Garin Kaka,4/29/2024,13,13
54415992,Ouallam,4/29/2024,14,28
54416334,Kigeme,4/29/2024,16,0
54418722,Kiziba,4/29/2024,34,0
54419087,Mahama,4/29/2024,20,0
54416333,Mugombwa,4/29/2024,24,0
54418710,Nyabiheke,4/29/2024,15,0
54416043,Abuda,4/29/2024,55,60
54418503,Al Jameya,4/29/2024,12,18
54418546,Al Kashafa,4/29/2024,9,20
54418552,Al Redis 1,4/29/2024,14,21
54418532,Al Redis 2,4/29/2024,7,7
54418496,Alagaya,4/29/2024,7,3
54415797,Babikir,4/29/2024,19,36
54418487,Dabat Bosin,4/29/2024,6,4
54416044,Girba,4/29/2024,34,45
54418540,Jouri,4/29/2024,10,11
54418510,Khor Alwarel,4/29/2024,9,0
54416045,Kilo 26,4/29/2024,44,50
54416049,Shagarab I,4/29/2024,13,7
54415788,Tunaydba,4/29/2024,31,16
54415796,Um Gargour,4/29/2024,25,29
54415424,Um Rakuba,4/29/2024,22,12
54418525,Um Sangour,4/29/2024,5,6
54416052,Wad Sharife,4/29/2024,26,42
54415632,Nyarugusu,4/29/2024,25,74
54414724,Lovua settlement,4/1/2024,16,57
54415255,Bambasi,4/1/2024,23,53
54414008,Sheder,4/1/2024,19,0
54415257,Sherkole,4/1/2024,18,34
54415258,Tsore Camp (Assosa),4/1/2024,18,31
54415085,Arbat,4/1/2024,60,100
54415086,Basirma,4/1/2024,20,100
54415088,Kawergosk,4/1/2024,128,100
54415089,Qushtapa,4/1/2024,108,100
54415376,Dagahaley,4/1/2024,19,53
54415377,Hagadera,4/1/2024,15,60
54415378,Ifo,4/1/2024,15,57
54415379,Ifo 2,4/1/2024,21,11
54414681,Dzaleka,4/1/2024,15,85
54415949,Abala,4/1/2024,11,17
54415990,Ayerou,4/1/2024,10,0
54415466,Centre humanitaire Agadez,4/1/2024,22,0
54415467,Chadakori,4/1/2024,15,8
54415468,Dandaji Makao,4/1/2024,16,8
54415469,Garin Kaka,4/1/2024,18,13
54415952,Ouallam,4/1/2024,16,28
54415470,Sayam Forage,4/1/2024,10,13
54414808,Kigeme,4/1/2024,15,0
54418719,Kiziba,4/1/2024,34,0
54419086,Mahama,4/1/2024,20,0
54416332,Mugombwa,4/1/2024,23,0
54418709,Nyabiheke,4/1/2024,14,0
54414745,Abuda,4/1/2024,30,60
54418502,Al Jameya,4/1/2024,12,18
54418545,Al Kashafa,4/1/2024,9,20
54418551,Al Redis 1,4/1/2024,14,21
54418531,Al Redis 2,4/1/2024,7,7
54418495,Alagaya,4/1/2024,5,3
54418488,Dabat Bosin,4/1/2024,4,0
54414746,Girba,4/1/2024,28,45
54418539,Jouri,4/1/2024,9,11
54418509,Khor Alwarel,4/1/2024,9,0
54414747,Kilo 26,4/1/2024,32,50
54414748,Shagarab I,4/1/2024,14,7
54418524,Um Sangour,4/1/2024,6,6
54414751,Wad Sharife,4/1/2024,26,42
54415631,Nyarugusu,4/1/2024,19,77
54414117,Lovua settlement,3/4/2024,22,62
54413948,Bredjing,3/4/2024,18,57
54413955,Treguine,3/4/2024,6,58
54415250,Bambasi,3/4/2024,19,53
54413824,Fugnido,3/4/2024,16,25
54413825,Fugnido 2,3/4/2024,0,36
54413705,Kule,3/4/2024,10,22
54413612,Nguenyyiel,3/4/2024,11,26
54415251,Sherkole,3/4/2024,9,34
54413704,Tierkidi,3/4/2024,12,23
54415249,Tsore Camp (Assosa),3/4/2024,11,31
54413920,Arbat,3/4/2024,60,100
54413921,Basirma,3/4/2024,20,100
54413923,Kawergosk,3/4/2024,128,100
54413924,Qushtapa,3/4/2024,108,100
54413961,Dagahaley,3/4/2024,16,49
54413962,Hagadera,3/4/2024,17,61
54413963,Ifo,3/4/2024,20,56
54413964,Ifo 2,3/4/2024,24,10
54413655,Dzaleka,3/4/2024,15,85
54415941,Abala,3/4/2024,11,17
54415947,Ayerou,3/4/2024,10,0
54413494,Centre humanitaire Agadez,3/4/2024,21,0
54414112,Chadakori,3/4/2024,11,8
54414113,Dandaji Makao,3/4/2024,16,8
54414114,Garin Kaka,3/4/2024,22,13
54415946,Ouallam,3/4/2024,18,28
54414115,Sayam Forage,3/4/2024,11,13
54413465,Kigeme,3/4/2024,16,0
54414455,Kiziba,3/4/2024,35,0
54413918,Mahama,3/4/2024,20,0
54413466,Mugombwa,3/4/2024,21,0
54414445,Nyabiheke,3/4/2024,13,0
54414738,Abuda,3/4/2024,22,60
54418501,Al Jameya,3/4/2024,12,18
54418544,Al Kashafa,3/4/2024,9,20
54418550,Al Redis 1,3/4/2024,14,21
54418530,Al Redis 2,3/4/2024,7,7
54418494,Alagaya,3/4/2024,5,3
54418489,Dabat Bosin,3/4/2024,4,4
54414739,Girba,3/4/2024,29,45
54418538,Jouri,3/4/2024,31,0
54418508,Khor Alwarel,3/4/2024,8,0
54414740,Kilo 26,3/4/2024,33,50
54414741,Shagarab I,3/4/2024,13,7
54415422,Um Rakuba,3/4/2024,22,11
54418523,Um Sangour,3/4/2024,5,6
54414744,Wad Sharife,3/4/2024,24,42
54413928,Nyarugusu,3/4/2024,22,74
54412144,Lovua settlement,1/29/2024,28,62
54411858,Amnabak,1/29/2024,NA,0
54413947,Bredjing,1/29/2024,21,57
54413950,Gaga,1/29/2024,10,58
54412891,Iridimi,1/29/2024,4,12
54412895,Kounoungou,1/29/2024,12,24
54412896,Mile,1/29/2024,6,26
54412893,Oure Cassoni,1/29/2024,10,22
54412892,Touloum,1/29/2024,8,14
54413954,Treguine,1/29/2024,6,58
54412748,Bambasi,1/29/2024,18,53
54412749,Sherkole,1/29/2024,11,34
54412750,Tsore Camp (Assosa),1/29/2024,15,31
54413255,Arbat,1/29/2024,60,100
54413256,Basirma,1/29/2024,20,100
54413258,Kawergosk,1/29/2024,128,100
54413259,Qushtapa,1/29/2024,108,100
54412553,Dagahaley,1/29/2024,16,49
54412554,Hagadera,1/29/2024,16,61
54412555,Ifo,1/29/2024,19,56
54412556,Ifo 2,1/29/2024,24,10
54412273,Dzaleka,1/29/2024,15,84
54412941,Abala,1/29/2024,11,17
54413493,Centre humanitaire Agadez,1/29/2024,22,0
54412547,Chadakori,1/29/2024,4,8
54412548,Dandaji Makao,1/29/2024,6,8
54412549,Garin Kaka,1/29/2024,11,6
54413491,Sayam Forage,1/29/2024,9,13
54413464,Kigeme,1/29/2024,16,0
54414454,Kiziba,1/29/2024,39,0
54413917,Mahama,1/29/2024,20,0
54413405,Mugombwa,1/29/2024,26,0
54414444,Nyabiheke,1/29/2024,13,0
54414708,Abuda,1/29/2024,25,60
54418500,Al Jameya,1/29/2024,12,18
54418543,Al Kashafa,1/29/2024,9,20
54418549,Al Redis 1,1/29/2024,14,21
54418529,Al Redis 2,1/29/2024,7,7
54418493,Alagaya,1/29/2024,5,3
54418490,Dabat Bosin,1/29/2024,4,4
54414709,Girba,1/29/2024,29,45
54418537,Jouri,1/29/2024,9,11
54418507,Khor Alwarel,1/29/2024,7,0
54414728,Kilo 26,1/29/2024,32,51
54414730,Shagarab I,1/29/2024,13,7
54412656,Sirajiya,1/29/2024,0,21
54412851,Tunaydba,1/29/2024,29,13
54412272,Um Gargour,1/29/2024,30,56
54412271,Um Rakuba,1/29/2024,23,11
54418522,Um Sangour,1/29/2024,5,6
54414737,Wad Sharife,1/29/2024,26,42
54413927,Nyarugusu,1/29/2024,22,77
54412886,Amnabak,1/1/2024,4,13
54413946,Bredjing,1/1/2024,22,57
54413949,Gaga,1/1/2024,10,58
54412873,Iridimi,1/1/2024,4,12
54412887,Kounoungou,1/1/2024,12,24
54412889,Mile,1/1/2024,7,26
54412880,Oure Cassoni,1/1/2024,11,22
54412879,Touloum,1/1/2024,8,13
54413952,Treguine,1/1/2024,6,58
54415244,Alemwach,1/1/2024,16,2
54411326,Bambasi,1/1/2024,20,53
54411327,Sherkole,1/1/2024,9,34
54411328,Tsore Camp (Assosa),1/1/2024,11,31
54411364,Arbat,1/1/2024,60,100
54411375,Basirma,1/1/2024,20,100
54411376,Kawergosk,1/1/2024,128,100
54411377,Qushtapa,1/1/2024,108,100
54411403,Dagahaley,1/1/2024,17,49
54411404,Hagadera,1/1/2024,14,61
54411405,Ifo,1/1/2024,18,56
54411406,Ifo 2,1/1/2024,24,11
54410395,Dzaleka,1/1/2024,15,85
54411348,Abala,1/1/2024,11,19
54411629,Chadakori,1/1/2024,6,8
54411630,Dandaji Makao,1/1/2024,15,8
54411631,Garin Kaka,1/1/2024,22,6
54411349,Ouallam,1/1/2024,19,29
54412057,Sayam Forage,1/1/2024,11,13
54411885,Kigeme,1/1/2024,15,0
54411435,Kiziba,1/1/2024,42,0
54413915,Mahama,1/1/2024,20,0
54411884,Mugombwa,1/1/2024,22,0
54411559,Nyabiheke,1/1/2024,13,0
54414701,Abuda,1/1/2024,28,60
54418499,Al Jameya,1/1/2024,9,18
54418542,Al Kashafa,1/1/2024,9,20
54418548,Al Redis 1,1/1/2024,13,21
54418528,Al Redis 2,1/1/2024,7,7
54418492,Alagaya,1/1/2024,0,0
54410350,Babikir,1/1/2024,14,22
54418491,Dabat Bosin,1/1/2024,3,4
54414702,Girba,1/1/2024,28,44
54418536,Jouri,1/1/2024,9,11
54418506,Khor Alwarel,1/1/2024,7,0
54414703,Kilo 26,1/1/2024,31,50
54414704,Shagarab I,1/1/2024,12,7
54410325,Tunaydba,1/1/2024,24,13
54410331,Um Rakuba,1/1/2024,22,11
54418521,Um Sangour,1/1/2024,6,6
54414707,Wad Sharife,1/1/2024,26,42
54413926,Nyarugusu,1/1/2024,19,75
54409910,Tongogara,1/1/2024,0,68
54407425,Lovua settlement,12/4/2023,22,62
54413260,Camp 17,1/1/2023,NA,NA
54413261,Camp 1E,1/1/2023,NA,NA
54413263,Camp 21,1/1/2023,NA,NA
54413264,Camp 26,1/1/2023,NA,NA
54413265,Camp 27,1/1/2023,NA,NA
54413266,Camp 2E,1/1/2023,NA,NA
54413267,Camp 2W,1/1/2023,NA,NA
54413268,Camp 3,1/1/2023,NA,NA
54413269,Camp 4,1/1/2023,NA,NA
54413270,Camp 4 Ext,1/1/2023,NA,NA
54413271,Camp 5,1/1/2023,NA,NA
54413272,Kutupalong,1/1/2023,NA,NA
54413273,Nayapara,1/1/2023,NA,NA
54405866,Alemwach,1/1/2023,NA,NA
54414000,Awbarre,12/4/2023,24,66
54407420,Bambasi,12/4/2023,20,53
54407417,Bambasi,1/1/2023,NA,NA
54414010,Bokolmanyo,12/4/2023,14,14
54389629,Bokolmanyo,1/1/2023,NA,NA
54414019,Hilaweyn,12/4/2023,12,13
54414016,Kobe,12/4/2023,12,19
54414014,Melkadida,12/4/2023,15,14
54407422,Sherkole,12/4/2023,11,34
54407418,Sherkole,1/1/2023,NA,NA
54407424,Tsore Camp (Assosa),12/4/2023,11,32
54407419,Tsore Camp (Assosa),1/1/2023,NA,NA
54410490,Arbat,12/4/2023,60,100
54410491,Basirma,12/4/2023,20,100
54410493,Kawergosk,12/4/2023,128,100
54410494,Qushtapa,12/4/2023,108,100
54407536,Dagahaley,12/4/2023,14,49
54407537,Hagadera,12/4/2023,13,61
54407538,Ifo,12/4/2023,19,56
54407539,Ifo 2,12/4/2023,23,11
54408620,Dzaleka,12/4/2023,15,0
54375238,Dzaleka,1/1/2023,NA,NA
54411696,Maratane,1/1/2023,NA,NA
54408977,Abala,12/4/2023,14,17
54409171,Abala,1/1/2023,NA,NA
54410117,Ayerou,1/1/2023,NA,NA
54407694,Chadakori,12/4/2023,3,8
54412262,Chadakori,1/1/2023,NA,NA
54407695,Dandaji Makao,12/4/2023,8,8
54412264,Dandaji Makao,1/1/2023,NA,NA
54407696,Garin Kaka,12/4/2023,7,6
54412265,Garin Kaka,1/1/2023,NA,NA
54409003,Ouallam,12/4/2023,19,29
54410124,Ouallam,1/1/2023,NA,NA
54412056,Sayam Forage,12/4/2023,10,13
54414836,Sayam Forage,1/1/2023,NA,NA
54411881,Kigeme,12/4/2023,14,0
54411434,Kiziba,12/4/2023,29,0
54409189,Mahama,12/4/2023,20,0
54411883,Mugombwa,12/4/2023,22,0
54411784,Nyabiheke,12/4/2023,14,0
54409458,Ajoung Thok,12/4/2023,26,80
54409459,Pamir,12/4/2023,17,49
54409866,Abuda,12/4/2023,58,60
54409869,Girba,12/4/2023,44,44
54409882,Kilo 26,12/4/2023,45,50
54409873,Shagarab I,12/4/2023,11,6
54409880,Wad Sharife,12/4/2023,24,44
54411632,Nyarugusu Burundian,1/1/2023,NA,NA
54411634,Nyarugusu Congolese,1/1/2023,NA,NA
54408841,Adjumani,12/4/2023,15,67
54408680,Imvepi,1/1/2023,NA,NA
54408679,Kiryandongo,1/1/2023,NA,NA
54419657,Kyaka II,1/1/2023,NA,NA
54419660,Kyangwali,1/1/2023,NA,NA
54419654,Nakivale,1/1/2023,NA,NA
54419658,Oruchinga,1/1/2023,NA,NA
54408675,Rhino Camp,1/1/2023,NA,NA
54419655,Rwamwanja,1/1/2023,NA,NA
54411379,Tongogara,1/1/2023,NA,NA
54407423,Lovua settlement,10/30/2023,33,62
54411915,Amnabak,10/30/2023,5,13
54412429,Iridimi,10/30/2023,8,15
54412441,Kounoungou,10/30/2023,10,0
54412453,Mile,10/30/2023,7,33
54412787,Oure Cassoni,10/30/2023,10,24
54412223,Touloum,10/30/2023,14,20
54405865,Alemwach,10/30/2023,17,4
54413999,Awbarre,10/30/2023,24,66
54406283,Bambasi,10/30/2023,20,53
54414009,Bokolmanyo,10/30/2023,12,14
54414020,Buramino,10/30/2023,4,9
54414018,Hilaweyn,10/30/2023,9,13
54414015,Kobe,10/30/2023,10,0
54414013,Melkadida,10/30/2023,10,14
54406775,Nguenyyiel,10/30/2023,13,18
54414007,Sheder,10/30/2023,17,62
54406284,Sherkole,10/30/2023,11,34
54406285,Tsore Camp (Assosa),10/30/2023,11,32
54406786,Arbat,10/30/2023,60,100
54406787,Basirma,10/30/2023,20,100
54406790,Kawergosk,10/30/2023,114,100
54406791,Qushtapa,10/30/2023,106,100
54406385,Dagahaley,10/30/2023,17,53
54406386,Hagadera,10/30/2023,15,61
54406387,Ifo,10/30/2023,16,50
54406388,Ifo 2,10/30/2023,17,11
54403696,Dzaleka,10/30/2023,14,0
54406959,Abala,10/30/2023,13,17
54405577,Chadakori,10/30/2023,6,3
54405580,Dandaji Makao,10/30/2023,3,4
54405583,Garin Kaka,10/30/2023,13,2
54406960,Ouallam,10/30/2023,17,29
54411853,Kigeme,10/30/2023,11,0
54411433,Kiziba,10/30/2023,29,0
54406188,Mahama,10/30/2023,20,0
54411882,Mugombwa,10/30/2023,22,0
54411558,Nyabiheke,10/30/2023,13,0
54407541,Ajoung Thok,10/30/2023,26,80
54407542,Pamir,10/30/2023,15,49
54409865,Abuda,10/30/2023,57,60
54409868,Girba,10/30/2023,45,44
54409881,Kilo 26,10/30/2023,43,50
54409872,Shagarab I,10/30/2023,12,6
54409879,Wad Sharife,10/30/2023,23,44
54405899,Nyarugusu Burundian,10/30/2023,22,82
54405902,Nyarugusu Congolese,10/30/2023,22,71
54408840,Adjumani,10/30/2023,15,67
54401869,Lovua settlement,10/2/2023,32,60
54411914,Amnabak,10/2/2023,4,15
54412350,Iridimi,10/2/2023,8,15
54412440,Kounoungou,10/2/2023,13,25
54412786,Oure Cassoni,10/2/2023,10,24
54412222,Touloum,10/2/2023,12,9
54405864,Alemwach,10/2/2023,11,4
54401738,Bambasi,10/2/2023,19,53
54406774,Nguenyyiel,10/2/2023,13,17
54406281,Sherkole,10/2/2023,11,35
54407705,Tierkidi,10/2/2023,13,23
54406282,Tsore Camp (Assosa),10/2/2023,11,32
54406785,Arbat,10/2/2023,60,100
54406391,Basirma,10/2/2023,20,100
54406393,Kawergosk,10/2/2023,114,100
54406394,Qushtapa,10/2/2023,106,100
54406381,Dagahaley,10/2/2023,21,54
54406382,Hagadera,10/2/2023,16,63
54406383,Ifo,10/2/2023,21,52
54406384,Ifo 2,10/2/2023,30,0
54399844,Dzaleka,10/2/2023,16,0
54406949,Abala,10/2/2023,11,17
54403609,Chadakori,10/2/2023,6,3
54403612,Dandaji Makao,10/2/2023,3,4
54403615,Garin Kaka,10/2/2023,11,2
54406951,Ouallam,10/2/2023,17,29
54406364,Sayam Forage,10/2/2023,10,12
54402343,Kigeme,10/2/2023,13,0
54402309,Kiziba,10/2/2023,30,0
54401840,Mahama,10/2/2023,21,0
54411436,Mugombwa,10/2/2023,21,0
54411557,Nyabiheke,10/2/2023,17,0
54399206,Ajoung Thok,10/2/2023,24,79
54399208,Pamir,10/2/2023,15,50
54403055,Abuda,10/2/2023,56,60
54403057,Girba,10/2/2023,49,44
54403059,Kilo 26,10/2/2023,45,50
54403061,Shagarab I,10/2/2023,12,6
54403069,Wad Sharife,10/2/2023,24,44
54405898,Nyarugusu Burundian,10/2/2023,24,83
54405901,Nyarugusu Congolese,10/2/2023,24,71
54408838,Adjumani,10/2/2023,15,67
54396932,Lovua settlement,9/4/2023,22,56
54411912,Amnabak,9/4/2023,4,15
54412317,Iridimi,9/4/2023,10,21
54412439,Kounoungou,9/4/2023,13,22
54412450,Mile,9/4/2023,1,51
54412785,Oure Cassoni,9/4/2023,11,24
54412221,Touloum,9/4/2023,11,10
54400698,Ali Adde,9/4/2023,22,28
54400700,Holl Holl,9/4/2023,16,12
54405863,Alemwach,9/4/2023,10,4
54397046,Bambasi,9/4/2023,17,53
54406773,Nguenyyiel,9/4/2023,14,17
54397047,Sherkole,9/4/2023,10,35
54407704,Tierkidi,9/4/2023,8,15
54397048,Tsore Camp (Assosa),9/4/2023,11,32
54395860,Arbat,9/4/2023,62,100
54399825,Basirma,9/4/2023,20,100
54399841,Kawergosk,9/4/2023,116,100
54399842,Qushtapa,9/4/2023,107,100
54406378,Hagadera,9/4/2023,17,63
54406379,Ifo,9/4/2023,22,52
54406380,Ifo 2,9/4/2023,28,0
54396855,Dzaleka,9/4/2023,15,0
54406942,Abala,9/4/2023,10,7
54403598,Chadakori,9/4/2023,3,0
54403600,Dandaji Makao,9/4/2023,3,0
54403603,Garin Kaka,9/4/2023,12,0
54406945,Ouallam,9/4/2023,19,20
54406363,Sayam Forage,9/4/2023,9,11
54400729,Adagam 3,9/4/2023,13,24
54400721,Adagom,9/4/2023,13,13
54400723,Ikyogen,9/4/2023,8,16
54402342,Kigeme,9/4/2023,12,0
54402308,Kiziba,9/4/2023,30,0
54398902,Mahama,9/4/2023,23,0
54402488,Mugombwa,9/4/2023,21,0
54402305,Nyabiheke,9/4/2023,16,0
54399202,Ajoung Thok,9/4/2023,25,0
54399203,Pamir,9/4/2023,15,52
54403053,Abuda,9/4/2023,59,60
54403056,Girba,9/4/2023,50,44
54403058,Kilo 26,9/4/2023,43,50
54403060,Shagarab I,9/4/2023,13,6
54403067,Wad Sharife,9/4/2023,23,44
54396398,Nyarugusu Congolese,9/4/2023,22,71
54408834,Adjumani,9/4/2023,14,67
54394350,Borgop,7/31/2023,17,31
54394354,Gado,7/31/2023,15,20
54394359,Lolo,7/31/2023,14,21
54394365,Mbile,7/31/2023,14,37
54394370,Minawao,7/31/2023,16,20
54394376,Ngam,7/31/2023,17,34
54394382,Ngarisingo,7/31/2023,18,49
54394386,Timangolo,7/31/2023,14,22
54411868,Amnabak,7/31/2023,4,15
54412316,Iridimi,7/31/2023,8,22
54412438,Kounoungou,7/31/2023,12,22
54412449,Mile,7/31/2023,14,40
54412784,Oure Cassoni,7/31/2023,10,22
54412220,Touloum,7/31/2023,10,10
54400697,Ali Adde,7/31/2023,24,28
54400699,Holl Holl,7/31/2023,18,12
54396368,Bambasi,7/31/2023,21,53
54396369,Sherkole,7/31/2023,11,36
54407703,Tierkidi,7/31/2023,12,21
54396370,Tsore Camp (Assosa),7/31/2023,11,32
54395862,Arbat,7/31/2023,65,100
54395863,Basirma,7/31/2023,20,100
54395865,Kawergosk,7/31/2023,120,100
54395866,Qushtapa,7/31/2023,108,100
54406373,Dagahaley,7/31/2023,19,54
54406374,Hagadera,7/31/2023,18,63
54406375,Ifo,7/31/2023,21,52
54406376,Ifo 2,7/31/2023,19,0
54393736,Dzaleka,7/31/2023,15,0
54406937,Abala,7/31/2023,11,7
54393818,Chadakori,7/31/2023,6,0
54393819,Dandaji Makao,7/31/2023,5,0
54393820,Garin Kaka,7/31/2023,20,0
54406939,Ouallam,7/31/2023,19,20
54406362,Sayam Forage,7/31/2023,7,12
54400728,Adagam 3,7/31/2023,13,28
54400719,Adagom,7/31/2023,12,13
54400722,Ikyogen,7/31/2023,9,16
54402338,Kigeme,7/31/2023,14,0
54402307,Kiziba,7/31/2023,37,0
54398903,Mahama,7/31/2023,23,0
54402487,Mugombwa,7/31/2023,21,0
54402304,Nyabiheke,7/31/2023,17,0
54393805,Abuda,7/31/2023,60,60
54395317,Al Jameya,7/31/2023,19,27
54395319,Al Kashafa,7/31/2023,10,27
54395326,Al Redis 1,7/31/2023,21,28
54395315,Al Redis 2,7/31/2023,11,10
54395313,Alagaya,7/31/2023,6,3
54395316,Dabat Bosin,7/31/2023,9,5
54393806,Girba,7/31/2023,52,44
54395312,Khor Alwarel,7/31/2023,11,0
54393807,Kilo 26,7/31/2023,47,50
54393808,Shagarab I,7/31/2023,14,6
54394473,Um Sangour,7/31/2023,6,6
54393811,Wad Sharife,7/31/2023,27,42
54396401,Nyarugusu Burundian,7/31/2023,25,80
54396395,Nyarugusu Congolese,7/31/2023,24,71
54408828,Adjumani,7/31/2023,14,68
54391178,Rwamwanja,7/31/2023,11,0
54392059,Lovua settlement,7/3/2023,20,29
54394349,Borgop,7/3/2023,17,31
54394353,Gado,7/3/2023,15,20
54394358,Lolo,7/3/2023,14,21
54394364,Mbile,7/3/2023,14,37
54394369,Minawao,7/3/2023,15,20
54394374,Ngam,7/3/2023,17,34
54394381,Ngarisingo,7/3/2023,18,49
54394385,Timangolo,7/3/2023,14,22
